rent rentsqm area yearc location district
278.615 9.287 30 1973 1 2024
522.462 7.256 72 1972 2 1333
784.769 10.75 73 1972 2 2033
780.513 7.096 110 1983 2 532
295.128 8.943 33 1962 1 1122
597.487 7.469 80 1972 2 350
331.179 4.664 71 1972 1 1132
213.231 2.806 76 1918 2 561
279.333 6.983 40 1962 1 2513
533.282 6.349 84 1970 1 1363
460.513 8.373 55 1962 1 1406
329.795 14.339 23 1973 1 1401
312.41 6.008 52 1968 1 1641
629.385 4.282 147 1918 1 623
659.282 5.733 115 1929 2 913
475.077 8.484 56 1973 1 711
391.282 7.246 54 1962 2 724
292.154 5.512 53 1968 1 1641
805.846 8.308 97 1994.5 1 1406
415.179 5.19 80 1963 1 1402
448.462 7.352 61 1954 1 1821
859.026 11.454 75 1993 2 1407
420.205 8.576 49 1983 2 1642
678.051 10.432 65 1993 1 1312
444.974 5.562 80 1973 1 2024
398.718 7.668 52 1957.5 2 415
462.769 6.17 75 1957.5 2 415
911.231 5.695 160 1918 2 1243
407.949 11.026 37 1959 2 350
293.538 4.587 64 1952 1 1921
236.051 3.934 60 1954 1 734
106.41 3.547 30 1918 2 2025
345.333 4.667 74 1968 1 1921
469.436 10.917 43 1983 1 1924
667.077 12.353 54 1966 1 1541
530.615 6.717 79 1972 2 2033
372.974 5.328 70 1929 1 1924
300.256 9.383 32 1974 1 1921
441.231 4.903 90 1961 1 432
201.231 4.025 50 1918 1 611
865.385 8.654 100 1968 3 1955
794.103 7.941 100 1918 2 153
749.538 7.648 98 1955 1 163
466.513 6.86 68 1973 1 2221
683.897 11.398 60 1994.5 1 2221
530.462 6.315 84 1973 1 2221
414.359 5.919 70 1971 1 2221
408.667 5.449 75 1968 1 2221
259.897 8.962 29 1967 1 711
521.077 4.531 115 1918 1 624
152.359 3.463 44 1924 1 2522
609.487 10.884 56 1979 1 2024
416.41 5.552 75 1957.5 1 623
744.359 9.078 82 1977 2 415
503.128 6.289 80 1960 1 1516
190 3.519 54 1929 1 816
229.026 7.388 31 1959 2 1243
495.59 8.26 60 1918 1 822
641.538 5.728 112 1918 2 1244
378.718 7.89 48 1953 1 1236
233.385 7.779 30 1959 2 133
376.564 4.707 80 1918 1 242
512.974 7.892 65 1929 2 210
452.256 8.868 51 1929 1 1833
499.744 8.47 59 1918 1 563
640.564 9.151 70 1961 1 2528
284.308 8.615 33 1963 1 1621
522.667 7.575 69 1967 1 1934
456.718 7.874 58 1939 2 232
439.385 8.967 49 1918 1 1811
435.846 7.515 58 1939 2 411
531.692 8.18 65 1982 2 731
508.205 7.585 67 1918 3 912
289.846 8.051 36 1970 2 734
425.282 8.339 51 1971 1 734
306.667 4.577 67 1962 2 1832
155.59 2.778 56 1930 2 1615
133.385 4.446 30 1918 2 561
632.872 8.327 76 1918 1 543
280.308 4.004 70 1918 2 372
391.949 4.899 80 1929 1 261
435.026 7.25 60 1968 1 1112
472.974 6.569 72 1965 1 1911
522.564 6.968 75 1974 2 1533
616.051 12.321 50 1989 1 1515
304.051 10.859 28 1974 1 1512
126 1.145 110 1918 2 210
746.821 10.823 69 1997 1 1013
522.051 6.001 87 1971 1 1012
703.128 5.859 120 1957.5 2 412
278.103 5.562 50 1963 1 1122
276.154 6.003 46 1957.5 2 413
362.051 6.705 54 1957 1 1241
367.128 9.178 40 1964 1 424
250.308 4.551 55 1939 2 425
218.462 4.369 50 1957.5 2 350
504.718 7.01 72 1959 1 422
54.923 1.716 32 1961 1 2524
383.282 4.563 84 1972 2 2522
751.949 8.355 90 1971 1 1723
595.897 5.467 109 1918 2 151
305.949 5.099 60 1929 2 383
282.103 4.55 62 1918 1 2526
284.821 5.813 49 1957.5 1 522
350.769 5.481 64 1957 1 2523
515.692 7.162 72 1965 1 2221
512.615 6.927 74 1971 2 2529
383.026 8.705 44 1970 1 2134
314.667 4.995 63 1939 2 2135
595.436 7.939 75 1918 2 2134
299.487 11.979 25 1957.5 2 372
1135.846 9.877 115 1968 3 925
256.41 4.748 54 1950 2 926
551.333 8.354 66 1957.5 1 2526
270.615 5.204 52 1960 2 133
494.103 9.882 50 1929 2 210
311.487 4.867 64 1957.5 2 321
647.59 8.302 78 1984 2 321
324.41 10.814 30 1957.5 2 372
575.897 9.289 62 1984 1 1712
111.231 1.766 63 1938 1 1622
481.333 6.093 79 1968 1 1641
515.333 8.589 60 1983 1 1611
444.564 5.627 79 1918 2 1262
559.436 4.303 130 1957.5 1 282
173.179 4.027 43 1918 2 813
587.128 6.749 87 1957.5 2 412
284.923 4.749 60 1918 1 623
445.949 5.309 84 1968 1 1342
671.641 4.797 140 1918 2 521
173.128 2.372 73 1953 2 360
368.513 5.264 70 1957.5 2 360
442.923 2.953 150 1954 2 381
445.538 3.35 133 1918 2 152
495.282 7.62 65 1960 2 411
417.333 4.968 84 1957 1 1371
440.308 5.645 78 1929 1 1011
616.103 11.848 52 1983 2 1927
815.744 12.948 63 1991 1 623
151.077 2.158 70 1957.5 2 350
398.41 6.64 60 1957.5 2 350
365.333 5.219 70 1918 1 252
691.231 8.64 80 1957.5 2 1241
236.769 4.082 58 1959 2 1242
462.205 5.502 84 1957.5 1 1312
306.462 3.483 88 1957.5 2 1242
452.974 5.393 84 1965 1 1635
360.308 6.798 53 1937 2 1243
348.872 5.451 64 1960 1 1402
372.308 6.419 58 1963 1 1025
443.692 11.092 40 1957.5 1 1022
658.667 8.338 79 1972 1 2322
381.179 6.353 60 1937 1 2524
137.179 3.811 36 1938 1 2222
500.923 9.108 55 1971 2 1654
396.205 9.214 43 1983 1 1641
915.641 9.953 92 1989 1 1313
423.026 5.64 75 1967 1 1342
506.667 10.133 50 1969 1 1406
357.692 5.11 70 1965 1 1833
375.385 5.142 73 1994.5 1 2528
497.128 8.15 61 1961 3 925
601.333 5.727 105 1918 2 531
384.821 5.92 65 1954 2 1372
544.564 7.165 76 1955 1 1371
950.974 10.931 87 1918 2 122
438.308 4.174 105 1957.5 2 210
972.051 11.303 86 1995 2 926
387.385 8.804 44 1995 2 711
312.051 9.456 33 1959 1 1822
175.641 8.782 20 1956 1 1812
489.692 9.794 50 1962 1 1712
430.923 5.746 75 1968 2 922
380.615 6.92 55 1957.5 2 943
137.026 2.246 61 1929 1 1402
524.462 6.244 84 1918 1 543
467.897 7.67 61 1991 1 713
258.41 8.614 30 1971 1 713
244.462 4.289 57 1924 1 713
650.564 8.132 80 1966 1 1345
795.026 10.193 78 1995 2 1544
426.872 5.403 79 1972 1 1345
573.333 8.958 64 1977 2 1931
555.487 7.122 78 1973 2 1952
376.205 5.374 70 1968 1 1942
376.615 6.493 58 1972 1 424
474.974 8.962 53 1931 1 1236
283.18 4.227 67 1939 2 1242
842.205 8.098 104 1984 2 1235
408.872 7.434 55 1918 1 1281
380.82 6.045 63 1956 2 425
237.744 9.144 26 1973 2 734
319.744 5.513 58 1994.5 1 1213
292.564 4.719 62 1960 1 1132
501.897 9.47 53 1983 1 822
508.41 7.477 68 1961 1 1133
495.538 6.979 71 1967 1 1123
218.564 9.503 23 1970 1 1123
223.333 4.752 47 1924 2 2135
529.436 9.128 58 1985 1 2131
234.256 8.676 27 1956 1 1363
449.282 7.615 59 1984 1 1013
461.487 5.993 77 1918 2 532
518.308 8.638 60 1918 2 543
212.718 4.432 48 1918 2 531
148.256 2.647 56 1929 1 551
462 9.24 50 1961 2 411
336.41 6.469 52 1971 1 734
355.846 5.084 70 1962 1 1635
518.615 7.304 71 1962 1 1133
301.641 5.292 57 1939 1 1015
551.846 7.56 73 1959 1 321
385.128 6.757 57 1957.5 2 153
231.077 3.255 71 1956 3 163
318.615 7.965 40 1970 2 2022
424.051 8.315 51 1973 2 2022
572.103 6.086 94 1973 1 2024
352.154 6.288 56 1961 1 713
693.333 5.637 123 1929 2 913
292.154 2.435 120 1918 2 210
456.359 5.498 83 1954 1 1371
360.82 6.939 52 1961 2 531
338.667 5.292 64 1959 2 541
210.923 3.196 66 1918 2 411
306.769 10.226 30 1971 2 411
259.846 2.679 97 1971 2 2515
56.667 1.417 40 1918 2 210
449.641 6.333 71 1962 1 711
534.718 9.219 58 1968 1 2515
448 6.588 68 1959 1 623
243.026 5.401 45 1918 2 914
367.692 5.657 65 1966 2 711
359.333 8.167 44 1972 1 252
349.385 8.735 40 1972 1 712
522.615 5.444 96 1991 2 1541
388.154 7.324 53 1974 2 1541
269.487 4.568 59 1942 1 1375
717.949 9.204 78 1929 2 541
381.949 10.913 35 1957.5 2 1531
578.103 8.759 66 1979 2 231
367.846 4.486 82 1941 1 734
286.308 8.421 34 1974 1 1912
802.359 9.015 89 1984 1 714
310.359 3.527 88 1957.5 1 2121
756 10.5 72 1918 2 961
435.333 6.131 71 1967 1 2221
347.538 4.827 72 1970 1 2011
331.128 5.174 64 1963 1 1406
414.615 8.822 47 1986 1 2024
329.59 7.847 42 1973 1 2024
378.41 6.414 59 1964 2 543
414.769 4.19 99 1918 2 543
581.846 9.091 64 1971 2 413
367.538 6.229 59 1957.5 2 350
281.641 10.832 26 1953 2 360
493.846 8.37 59 1956 1 424
609.385 9.829 62 1983 2 425
615.59 9.053 68 1960 1 1013
270.923 3.429 79 1971 1 1012
626.154 7.636 82 1963 1 1013
415.846 5.01 83 1918 1 532
865.641 8.404 103 1918 2 531
808.769 10.11 80 1982 2 1532
307.487 8.092 38 1983 1 1375
750.769 10.725 70 1918 2 532
860.718 8.607 100 1918 1 532
248.564 3.452 72 1974 1 1015
320.462 5.007 64 1964 1 1026
506.82 7.039 72 1957.5 1 713
394.718 10.668 37 1971 1 1012
147.744 3.694 40 1918 2 541
612.923 8.756 70 1995 1 2234
306.308 7.854 39 1957.5 2 412
398.462 11.385 35 1971 1 432
178.41 4.956 36 1957.5 2 413
576.205 7.294 79 1994.5 1 1112
859.59 8.265 104 1961 1 521
362.205 5.327 68 1957.5 2 383
276.359 7.086 39 1962 2 2526
296.41 6.444 46 1970 1 724
420.769 5.009 84 1973 1 2515
372.615 7.452 50 1960 2 2524
346.974 10.843 32 1972 2 2525
295.179 10.933 27 1957.5 1 2513
709.846 6.453 110 1929 3 912
274.821 4.294 64 1918 2 152
541.949 7.633 71 1968 1 1641
363.385 9.318 39 1918 2 360
522.256 10.88 48 1983 1 1821
619.795 8.264 75 1957.5 2 1853
370.513 11.579 32 1965 3 1854
547.282 7.932 69 1955 1 1712
1060.564 8.838 120 1918 2 152
380.154 6.034 63 1957.5 1 624
463.282 7.472 62 1957.5 2 372
349.949 10.605 33 1972 2 425
647.59 7.444 87 1957.5 2 350
311.077 12.962 24 1960 2 321
323.59 11.557 28 1991 1 1617
235.949 7.15 33 1957.5 1 1641
384.462 6.408 60 1958 1 712
425.026 7.084 60 1957.5 2 563
670.718 10.319 65 1983 1 1912
366.667 4.889 75 1918 2 531
912.205 8.525 107 1994.5 1 1406
343.538 10.104 34 1957.5 1 915
289.333 3.963 73 1962 1 1712
308.769 9.081 34 1968 1 927
532.462 7.607 70 1957.5 1 1312
339.026 11.301 30 1918 2 541
484.41 7.34 66 1951 1 1855
505.897 12.045 42 1991 1 623
605.282 5.934 102 1970 1 2033
370 4.353 85 1929 2 1243
427.436 6.106 70 1963 1 1133
408.308 6.186 66 1963 1 421
438.41 5.282 83 1972 2 913
316.308 9.585 33 1972 1 1321
403.641 10.091 40 1995 1 2314
660.923 7.868 84 1983 2 2523
327.436 3.945 83 1994.5 1 2514
458.564 4.367 105 1961 1 1402
738.462 10.86 68 1959 2 220
262.308 6.1 43 1994.5 2 125
422.872 12.082 35 1994.5 2 321
333.897 3.15 106 1924 1 816
280.615 5.502 51 1972 1 711
651.128 10.174 64 1981 2 711
233.744 5.565 42 1957 1 282
762.205 6.352 120 1918 2 273
160.359 3.818 42 1938 1 1921
217.692 4.443 49 1957.5 2 943
520 7.879 66 1968 2 1853
529.231 9.622 55 1968 2 917
248.615 3.885 64 1957.5 1 623
427.538 7.126 60 1957.5 2 372
403.641 6.21 65 1963 1 1013
211.59 3.255 65 1957.5 1 1832
372.974 8.477 44 1972 2 1333
350.667 12.988 27 1983 1 1831
383.385 7.373 52 1958 1 1714
553.744 7.586 73 1918 1 563
61.538 0.416 148 1918 2 152
740.051 7.401 100 1970 3 1854
91.026 2.069 44 1955 1 1712
361.128 6.019 60 1957.5 2 231
307.795 4.964 62 1972 2 220
806.821 8.965 90 1961 1 1402
496.718 4.038 123 1929 1 816
419.692 6.172 68 1963 2 2033
244 3.486 70 1956 2 2524
664.308 8.304 80 1968 1 1641
450.051 5.358 84 1967 1 2221
652.103 7.763 84 1929 2 350
397.692 10.197 39 1960 1 422
537.18 7.068 76 1957.5 2 411
662.359 8.831 75 1955 2 411
443.231 7.776 57 1981 1 1012
617.026 9.952 62 1957.5 2 350
469.282 12.683 37 1957.5 1 323
701.641 12.993 54 1991 1 723
486.872 9.737 50 1984 2 321
293.231 9.774 30 1939 1 332
528.718 7.447 71 1929 1 816
347.385 7.237 48 1939 1 822
857.795 9.748 88 1991 1 281
671.641 5.692 118 1918 1 623
325.282 8.791 37 1953 2 360
344.564 9.845 35 1972 2 411
183.231 3.393 54 1960 1 1013
402.256 6.004 67 1972 1 422
288.923 6.879 42 1963 2 543
359.333 6.654 54 1983 1 1822
231.846 7.728 30 1929 1 1811
619.949 5.391 115 1991 1 1313
550.82 10.2 54 1918 2 942
466.103 8.177 57 1963 1 2514
595.641 14.891 40 1991 2 930
299.385 8.805 34 1929 1 813
287.026 7.36 39 1958 1 963
675.641 9.936 68 1961 1 1134
423.949 7.186 59 1954 1 1132
187.385 5.354 35 1957.5 2 413
367.333 10.204 36 1972 2 431
585.077 5.97 98 1996 1 2142
937.795 8.931 105 1980 1 2146
420 4.421 95 1957.5 1 563
602.974 6.7 90 1918 2 532
578.718 8.038 72 1963 2 210
248.667 8.575 29 1969 2 1263
523.538 6.981 75 1975 2 2148
383.949 7.11 54 1969 1 1912
415.744 11.878 35 1970 1 1122
492.103 8.633 57 1959 2 360
177.333 2.015 88 1918 2 543
449.897 4.89 92 1918 1 543
415.333 7.691 54 1972 1 1132
274.513 5.49 50 1970 1 1123
768.974 8.942 86 1994 1 1711
436.308 9.485 46 1991 1 1313
425.231 9.45 45 1996 1 1013
133.333 3.419 39 1986 1 1014
319.538 11.019 29 1971 2 2522
506.308 9.041 56 1996 1 2142
521.333 10.222 51 1961 1 1132
353.795 7.076 50 1918 2 411
541.282 6.94 78 1957.5 2 415
346.103 6.922 50 1918 1 914
384.103 5.262 73 1957.5 2 961
518.564 9.784 53 1988 1 1841
320 6.275 51 1962 1 1123
165.077 3.93 42 1958 2 413
393.333 5.619 70 1959 1 1714
246.769 8.226 30 1983 1 1912
243.795 7.17 34 1962 1 421
371.282 4.885 76 1918 1 623
549.59 7.427 74 1985 1 252
728.82 9.344 78 1954 1 331
376.564 3.882 97 1957.5 2 333
630.923 11.266 56 1918 1 816
391.179 5.359 73 1918 1 822
300.718 3.457 87 1918 2 372
381.795 7.636 50 1958 2 333
741.282 6.801 109 1929 1 282
190.974 2.728 70 1918 1 822
545.282 7.79 70 1957.5 1 822
589.795 8.192 72 1954 2 1543
533.641 7.848 68 1965 1 1957
541.744 7.321 74 1983 1 1942
272.359 11.842 23 1961 1 1831
121.641 2.062 59 1929 1 1832
260.41 7.891 33 1963 1 1711
303.692 4.821 63 1938 1 1713
402.103 6.933 58 1970 1 822
388.513 4.981 78 1918 1 822
758.513 7.74 98 1959 2 1545
261.282 3.629 72 1982 1 1401
366.513 5.236 70 1972 2 1613
469.897 9.998 47 1981 2 563
353.077 11.769 30 1972 2 414
389.282 4.928 79 1957.5 2 414
368.564 6.825 54 1972 2 414
402.564 6.008 67 1929 2 350
655.333 8.856 74 1957.5 2 350
600.051 8.22 73 1977 1 1911
387.077 14.336 27 1972 2 563
384.769 6.871 56 1964 1 1404
386 8.042 48 1957 1 1363
800.769 12.32 65 1918 3 2112
885.692 6.71 132 1929 2 1243
445.333 9.278 48 1950 2 1343
325.231 6.637 49 1972 1 1957
788.769 7.658 103 1968 2 1958
291.949 9.123 32 1971 1 1713
566.615 8.853 64 1984 2 350
391.846 6.123 64 1972 1 2421
211.846 8.148 26 1962 1 1013
267.897 4.186 64 1971 1 1013
1175.333 13.206 89 1983 1 252
594.154 8.488 70 1959 1 282
265.282 9.474 28 1958 1 811
321.846 8.47 38 1956 1 1027
487.538 9.376 52 1986 2 964
512.718 7.768 66 1983 1 1312
583.487 6.142 95 1955 2 1262
409.385 6.203 66 1972 1 1321
190.718 2.725 70 1918 2 531
380.462 10.87 35 1984 1 1615
261.487 7.924 33 1962 1 1241
960.205 10.107 95 1918 2 413
696.41 9.949 70 1957.5 2 162
680.308 7.237 94 1979 1 1957
519.282 11.049 47 1990 2 964
384.154 4.743 81 1973 1 2024
342.821 4.395 78 1968 1 1942
571.846 9.859 58 1980 1 1914
621.795 8.883 70 1968 1 711
436.923 7.533 58 1963 1 422
369.795 9.019 41 1970 1 1375
480.308 6.404 75 1960 2 532
498.974 9.24 54 1983 2 1372
1843.385 12.713 145 1918 2 232
440.462 5.122 86 1954 1 1363
670.769 6.708 100 1918 2 231
670.205 12.411 54 1993 1 2114
754.615 9.929 76 1991 2 1653
313.282 10.443 30 1983 2 961
280.051 7.181 39 1918 2 531
360.718 5.01 72 1957.5 2 413
367.59 4.967 74 1957.5 2 411
527.282 6.131 86 1966 1 2221
455.333 4.553 100 1957.5 2 531
360.462 5.632 64 1957.5 1 623
446.872 5.804 77 1918 1 623
474.256 6.24 76 1968 1 1641
229.641 8.505 27 1960 2 951
303.538 4.158 73 1964 1 1123
267.436 3.992 67 1957.5 2 321
562.308 5.623 100 1918 1 273
312.462 5.04 62 1972 2 964
330 6.111 54 1960 1 1811
275.641 9.188 30 1970 1 1013
953.846 10.482 91 1985 2 926
312.154 3.951 79 1918 1 542
453.538 8.099 56 1970 1 1851
353.949 9.566 37 1972 1 1124
541.18 7.731 70 1989 2 1957
452.051 6.955 65 1918 1 623
487.59 7.17 68 1957.5 2 350
421.333 5.472 77 1957.5 2 350
785.436 8.182 96 1918 2 350
1021.385 8.512 120 1924 2 512
217.436 3.815 57 1918 1 552
419.641 4.114 102 1918 1 1832
238 4.103 58 1969 1 1617
260.462 5.209 50 1957.5 2 1852
296.82 6.058 49 1969 1 1712
417.026 5.148 81 1970 1 1723
334.513 11.947 28 1972 2 1723
462.564 7.116 65 1918 2 543
740.769 10.582 70 1985 3 1955
589.795 8.079 73 1934 2 1853
269.795 5.995 45 1933 1 1641
301.231 5.021 60 1929 2 425
251.846 5.597 45 1984 1 1713
776.359 7.764 100 1918 2 1263
565.077 10.091 56 1992 1 622
211.026 4.221 50 1954 2 1242
720.308 11.255 64 1918 3 911
367.026 6.925 53 1972 1 1913
655.744 8.197 80 1918 2 914
501.897 5.836 86 1957.5 1 2514
368.308 10.523 35 1971 2 916
578.41 7.23 80 1976 2 1408
361.897 9.047 40 1929 1 816
357.385 4.765 75 1957.5 2 372
396.205 4.307 92 1957.5 2 210
594 9.581 62 1957.5 2 411
368.051 4.382 84 1974 1 1402
324.923 5.241 62 1939 2 350
204.051 1.417 144 1918 1 1711
471.744 10.483 45 1984 2 162
309.59 5.16 60 1918 1 623
292.462 4.499 65 1957.5 2 426
460.308 6.057 76 1929 2 360
454.256 6.989 65 1929 2 372
286.103 6.358 45 1960 2 1613
814.872 8.149 100 1960 2 113
304.205 5.85 52 1960 1 2131
897.744 9.55 94 1972 1 322
458.769 7.91 58 1959 1 1833
191.436 6.381 30 1958 1 1712
451.59 6.451 70 1918 2 541
338.667 8.063 42 1958 1 1841
718.769 7.986 90 1959 1 1833
509.18 11.069 46 1985 1 1934
612.103 8.744 70 1967 1 612
269.333 8.978 30 1972 2 942
541.282 7.733 70 1957.5 1 711
796.103 8.653 92 1918 1 822
405.641 7.801 52 1959 1 1833
669.18 10.793 62 1967 1 1713
366.462 5.389 68 1970 2 1933
361.59 8.035 45 1937 1 1622
472.872 7.627 62 1957.5 1 623
257.026 5.712 45 1956 1 713
357.897 4.114 87 1929 2 350
542.667 9.356 58 1957.5 2 153
498.718 5.937 84 1958 1 422
668.103 6.817 98 1988 2 1934
667.385 9.534 70 1995 1 2424
554.359 6.679 83 1968 1 1942
349.641 4.995 70 1970 1 1406
1072.308 9.574 112 1918 2 360
405.949 6.999 58 1918 1 814
308.359 10.279 30 1969 1 1621
390.256 5.346 73 1918 1 1711
246.615 4.18 59 1918 2 153
345.128 5.567 62 1962 1 713
271.179 4.047 67 1939 2 425
385.949 6.771 57 1959 2 232
591.436 6.721 88 1957.5 1 2221
308.513 4.746 65 1918 2 220
384.462 3.769 102 1918 1 552
242.564 3.79 64 1929 1 915
278.821 7.966 35 1974 1 915
412.205 6.342 65 1971 1 1713
543.231 8.488 64 1972 1 1404
336.051 8.196 41 1972 1 1406
320.359 8.009 40 1957.5 1 2135
401.231 7.165 56 1958 2 341
391.282 6.114 64 1918 1 962
564.205 5.129 110 1918 1 564
848.769 8.841 96 1991 1 1635
325.897 7.407 44 1963 2 231
132.769 4.023 33 1960 1 951
704.718 9.035 78 1981 1 563
347.795 5.797 60 1961 1 432
487.333 6.769 72 1958 1 1375
768.718 10.982 70 1983 1 1721
319.897 8.418 38 1971 1 1912
512.974 9.16 56 1972 1 1617
410.051 11.716 35 1976 1 565
396 12 33 1972 2 942
719.949 7.199 100 1983 2 1951
240.256 8.581 28 1939 1 2414
443.385 7.515 59 1918 2 914
271.897 5.035 54 1937 1 732
252.718 7.433 34 1957 1 424
505.641 9.193 55 1984 2 1842
247.949 3.593 69 1939 1 522
686.256 11.438 60 1991 1 1721
242.718 7.83 31 1970 2 220
431.179 5.458 79 1962 1 1821
224.923 4.325 52 1929 1 611
945.333 10.866 87 1991 1 542
1008.308 9.166 110 1929 2 914
473.795 5.922 80 1969 1 1642
497.333 6.459 77 1918 1 251
534.154 7.523 71 1969 2 2526
359.436 5.53 65 1957.5 1 2325
489.795 7.775 63 1971 1 2325
465.333 7.159 65 1962 2 1951
312.769 3.595 87 1989 3 1952
402.667 9.364 43 1918 1 1811
533.538 6.754 79 1975 2 563
239.026 4.98 48 1918 2 913
574.051 9.411 61 1972 1 1934
488.974 5.433 90 1918 2 414
529.692 6.97 76 1937 2 1241
229.538 4.027 57 1918 2 242
450.513 5.006 90 1955 2 426
426.462 5.398 79 1957 1 963
421.333 4.58 92 1955 1 1112
304.821 3.81 80 1955 1 1111
312.564 3.907 80 1918 1 814
607.795 8.683 70 1918 1 822
283.949 4.813 59 1938 1 1714
292.154 5.312 55 1955 1 424
232.205 5.664 41 1951 2 1244
309.846 5.533 56 1954 2 413
655.59 9.366 70 1972 1 1712
518.154 5.888 88 1959 1 1713
556.718 6.473 86 1970 1 713
477.436 8.376 57 1957.5 2 531
540.82 7.953 68 1981 2 373
294.103 5.252 56 1924 1 1812
503.18 7.741 65 1983 1 1646
498.821 6.563 76 1983 2 1543
590.769 8.951 66 1967 1 1361
382.308 8.311 46 1957.5 1 1312
468.564 8.677 54 1957.5 2 563
342.718 5.04 68 1961 1 1013
570.513 7.314 78 1962 1 432
366.923 6.015 61 1957.5 2 413
626.154 7.926 79 1963 1 422
160.359 4.716 34 1957.5 2 350
177.897 5.559 32 1960 2 360
479.436 7.051 68 1973 1 2147
462.615 3.304 140 1939 2 415
478.923 8.869 54 1983 1 2113
347.949 4.349 80 1960 1 522
746.308 10.223 73 1981 2 923
540.769 10.815 50 1993 1 2131
524.41 10.283 51 1989 1 252
270.103 7.717 35 1972 1 261
763.436 7.952 96 1970 2 2144
547.846 8.56 64 1924 2 413
396.923 6.615 60 1965 1 1404
541.385 11.519 47 1971 1 1617
419.795 5.382 78 1967 1 1957
318.564 4.425 72 1918 3 1952
476.359 7.005 68 1918 1 1811
570.872 10.015 57 1958 1 563
505.436 6.48 78 1918 1 1811
653.692 8.381 78 1982 1 813
398.872 6.136 65 1957.5 1 563
347.333 8.27 42 1939 2 210
384.513 7.394 52 1966 2 113
426.923 6.999 61 1957.5 2 372
578.615 7.715 75 1958 2 371
538.564 5.229 103 1949 1 323
704.051 9.387 75 1957.5 2 350
366.051 8.513 43 1939 1 1401
382.769 13.67 28 1962 1 927
258.718 8.085 32 1960 1 1811
487.795 5.36 91 1960 1 963
131.897 2.748 48 1956 1 2522
543.744 7.155 76 1937 1 1942
457.846 5.583 82 1962 1 1821
272.821 2.218 123 1918 2 1812
329.897 6.598 50 1969 1 1342
1061.59 10.833 98 1929 2 411
845.333 7.685 110 1939 2 413
326.308 4.183 78 1968 2 732
567.641 6.17 92 1918 1 2322
102.718 1.467 70 1929 1 1911
406.615 7.011 58 1937 2 732
274.462 3.611 76 1924 1 1713
727.333 8.763 83 1991 1 1712
379.231 5.125 74 1918 2 531
443.436 6.159 72 1918 1 951
652.205 9.186 71 1986 2 714
660.718 10.657 62 1996 2 232
565.897 8.842 64 1931 2 1243
481.231 5.941 81 1959 2 1241
567.436 6.676 85 1929 2 1243
474.256 3.952 120 1918 2 411
365.538 4.3 85 1939 2 426
472.256 5.622 84 1967 1 2221
246.154 4.734 52 1972 1 1132
642.615 6.062 106 1939 2 413
476.103 6.613 72 1955 1 422
397.846 7.507 53 1984 1 714
532.462 11.093 48 1962 2 2528
184.154 3.611 51 1955 1 963
373.538 7.471 50 1982 1 734
395.641 8.243 48 1957.5 1 331
380.615 4.586 83 1959 1 1812
463.487 9.27 50 1986 1 1712
960.154 11.165 86 1994 2 2032
588.974 6.402 92 1918 1 252
390.769 4.029 97 1971 2 2515
270.872 6.019 45 1972 1 424
332.769 8.994 37 1953 1 1236
1029.179 10.949 94 1972 2 425
467.385 5.311 88 1939 1 1714
423.282 11.139 38 1972 2 1244
820.615 7.46 110 1918 2 1244
495.128 9.169 54 1991 1 1712
220.41 2.37 93 1918 2 153
622.82 9.296 67 1929 2 914
418.103 6.432 65 1959 1 1132
430.308 6.724 64 1963 1 611
712.359 5.699 125 1929 2 913
521.282 6.436 81 1971 2 1954
387.128 7.901 49 1960 1 422
1168 12.167 96 1986 2 1371
264.974 3.154 84 1939 1 1013
272.667 3.285 83 1957.5 1 422
586.667 5.535 106 1959 1 723
362.359 6.039 60 1967 1 1942
579.282 8.912 65 1972 1 1944
485.59 5.646 86 1973 1 2024
450.769 5.497 82 1959 2 1842
498 8.3 60 1955 1 927
203.436 4.731 43 1954 1 1612
810.82 8.719 93 1957.5 1 1361
307.179 2.793 110 1918 2 1354
245.282 7.433 33 1918 2 152
230.359 5.235 44 1957.5 1 1712
343.641 3.735 92 1957.5 2 333
528.103 6.685 79 1978 1 2025
513.949 8.861 58 1918 2 942
572.769 9.238 62 1957.5 1 962
316.359 5.969 53 1960 2 951
476.359 9.527 50 1964 1 1712
486.205 5.858 83 1961 1 723
753.179 9.415 80 1983 1 1124
250.564 6.425 39 1939 1 1924
383.231 10.949 35 1929 2 321
510.667 6.228 82 1971 1 713
336 3.775 89 1957.5 2 1375
374.769 4.685 80 1941 1 734
345.59 5.4 64 1960 1 1402
646.872 11.349 57 1960 1 1822
307.846 3.078 100 1924 2 521
451.846 4.911 92 1958 2 561
286.103 2.725 105 1982 2 1832
334.769 9.565 35 1957.5 2 942
446.718 6.98 64 1970 1 1375
726.769 9.318 78 1994.5 1 1406
99.231 2.363 42 1939 2 964
460.769 4.608 100 1918 1 1713
370.667 6.391 58 1960 1 1713
296.667 10.23 29 1957.5 1 1711
745.744 7.24 103 1939 1 1912
559.026 4.904 114 1918 2 532
437.59 11.827 37 1971 2 1854
471.641 7.369 64 1965 1 1944
250.103 3.573 70 1918 2 412
517.026 5.119 101 1929 1 1011
620.308 8.99 69 1939 2 914
285.026 2.639 108 1918 1 1375
589.949 8.309 71 1968 2 1333
266.615 5.03 53 1982 2 411
358.564 5.122 70 1967 1 1341
253.538 7.683 33 1956 2 532
